sequence_key,primary_gene,representative_protein_id,pdb_path,expected_representative_protein_id,expected_sequence_length,expected_sequence_sha256,template_sequence_length,template_sequence_sha256,receptor_pdb_sha256,pocket_definition_sha256,pocket_definition_status,sequence_match_status
SEQ000772,MMP14,P50281,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P50281-F1-model_v6.pdb,A8K5L0,582,5f83c7ecb5c2eb7ffdf8d83f1de9543d8039381909ba6a87fdca0898eb47e260,582,5f83c7ecb5c2eb7ffdf8d83f1de9543d8039381909ba6a87fdca0898eb47e260,f43323460d59539038cbe45c7b76141d2b5ae12f4e577a2802f1aafab7e0970c,fcaf3f43cf9808d05294cfa22e3a22b0e33fe9c32b7d72509ff617f771194fc7,present,exact_match
SEQ000774,NAMPT,P43490,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P43490-F1-model_v6.pdb,A4D0Q9,491,3e723e9b939c852d117a2a4862213f89c492ff4b6056a25176e677a8fd066a27,491,3e723e9b939c852d117a2a4862213f89c492ff4b6056a25176e677a8fd066a27,7512509429a9a8e4bb62340e8efcafa556800f1b02802a11dd6846ce3c0f96b4,7d7d864e3d0e7037b123388eb6d6e743c1f7280b26386e96aae097bd85a655eb,present,exact_match
SEQ000777,NOS2,P35228,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35228-F1-model_v6.pdb,A1L3U5,1153,045de6b23d69dba05552c9aae2f5507478a5c7eddd1a1641df8082b145478595,1153,045de6b23d69dba05552c9aae2f5507478a5c7eddd1a1641df8082b145478595,bd36fda3b2e88e71bc02048f6c24dab6776814557ff470caba55cfd059404966,4297e0bcc7863a2007b74a779a60aef75998fe0ef6da3bf79bd161c91b4a7bff,present,exact_match
SEQ000781,NOX1,Q9Y5S8,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y5S8-F1-model_v6.pdb,A8K836,564,87dbdcd6bb922f6c07c087bedb6707d8d54078cc3912c82ea227236f19974349,564,87dbdcd6bb922f6c07c087bedb6707d8d54078cc3912c82ea227236f19974349,45d98cda8474c9a47303db248ab6c77ae797117d837fd68149c70c9ab93866da,5004d73225ac5c8116e7842c8d930613a834e3f15b76a8fe9bc4ec0e63f13f71,present,exact_match
SEQ000782,NOX4,Q9NPH5,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9NPH5-F1-model_v6.pdb,A8K715,578,45ea878aa8f308e6bac27bbe1c4e2dfa0945622116e9bc1f92526df3e6a9bc72,578,45ea878aa8f308e6bac27bbe1c4e2dfa0945622116e9bc1f92526df3e6a9bc72,fce2d68ba1817b0683b93d28a1b4cd6a63dc01122a5a280e1be222424004e466,f3143dd6e1e21af19d2c20de3f94c3290f35372cf6d3c8cd95a8f2311792db74,present,exact_match
SEQ000787,P2RX7,Q99572-7,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q99572-7-F1-model_v6.pdb,A8K2Z0,595,155a223fdcfff03dcbafe49e96681986d306ca27fba7bd88c55e1480c0f59316,274,a86d1f4f5e9dfc07efc2b100a278aa4017cc04a373dfa01c322b3c0d15969421,e80c6c9346391b80796e6c840a431680f2cd5f087f1190c6db598ecd9fa866a7,311023431f805667357747fe878db4c471fd1f1681746ae6dd13f6155e9b5a10,present,sequence_mismatch
SEQ000789,PDE9A,O76083,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O76083-F1-model_v6.pdb,B2RBI5,593,bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,593,bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,6097e7428f99a066c9b469f3a68ec1dddb6f6a21bf523ef30846861b5973f66c,8a668fb6fd0cafaca5bf8af5605eda5c41fe3a323620cd2d0a0d5476b0cf4dcb,present,exact_match
SEQ000790,PDPK1,O15530-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O15530-2-F1-model_v6.pdb,H0Y4Z0,556,7a35c5b4006d9a7e80fc848a1691b4033874f87f578229f3fc6a0f98635b384b,506,addaed7d8d67adcb63ae446395ae2fbb04f70b6b4edc4af1b7d6e094e0bf56ea,5c67ed12bb43245418f747ea7a77b5ccef8d97166c2660f420715c37e24ba000,ff0996dbc512c180db8b617364c29dff7ff657b2de5beb43b2a634534c6f6d50,present,sequence_mismatch
SEQ000791,PIK3CB,P42338,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42338-F1-model_v6.pdb,D3DNF0,1070,549e89f067b7e11976787b867a566923f91938b9234ea1766f9c05bae8d2f0b4,1070,549e89f067b7e11976787b867a566923f91938b9234ea1766f9c05bae8d2f0b4,44d4d99689d50a6432c743d71d930ac13ffe65e1bcefa6932c6bc011fa9cbf98,f61891fd6e7e578e05cf207e674a2c5d75f482220c3386136e606e47f6086941,present,exact_match
SEQ000792,PIKFYVE,Q9Y2I7,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y2I7-F1-model_v6.pdb,Q08AR7,2098,da3b17f4cd227b0ca94d4dcdc252f3ec7e7969b638b367ebf09dd8d7577263ea,2098,da3b17f4cd227b0ca94d4dcdc252f3ec7e7969b638b367ebf09dd8d7577263ea,78b082a0596c74bbc19b1a324057a2119a966b464ccfd80ee0a7e5a6ede723ae,c302ff129d3f5596d930aa10c4576467ad3fe9577a57e604ae2c43356aae61b4,present,exact_match
SEQ000793,PLA2G4A,P47712,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P47712-F1-model_v6.pdb,B1AKG4,749,a3309c76e04e3e2b569766c8963cbb3b63e5e1cd3b9ae2ec57de3c678fd08dbc,749,a3309c76e04e3e2b569766c8963cbb3b63e5e1cd3b9ae2ec57de3c678fd08dbc,a11ec5545e445704f376729479d42be3d814e245f040da64bac853fac8f99d1a,a2510002475055a6d1035b6b3a0f053e81ca98d20d9b2386254c0cdb372397a2,present,exact_match
SEQ000794,PLK4,O00444,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O00444-F1-model_v6.pdb,B2RAL0,970,4793c5b0a3bb8263732fb612f8f21834b21a20617a8ea595843c2ec3fead15e5,970,4793c5b0a3bb8263732fb612f8f21834b21a20617a8ea595843c2ec3fead15e5,26983fcb3f7898da1b8127fc030947920747c6fdc03930f6f48dbf8daeec0bc0,cc045f3cca41ffc08d6d3a486a77652e0502097931371abf5a067ead9faf037f,present,exact_match
SEQ000795,POLR1A,O95602,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O95602-F1-model_v6.pdb,B7Z7T0,1720,7d6b5983744e2ea501d7ee312e22bd1b9426e47216ef063ef2cce66e089a59d9,1720,7d6b5983744e2ea501d7ee312e22bd1b9426e47216ef063ef2cce66e089a59d9,ad03fcb23e953c1478861fd4efa3dcbab54d2183d87148e1c1b6c21fb301b671,2dd679d7afa183d288fc610a4a2a35e22313b09d0fc82b52db9b9ce5c7098017,present,exact_match
SEQ000797,POLR3A,O14802,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14802-F1-model_v6.pdb,Q8IW34,1390,39cab1db4ac394157a582eb025b06086ce3ec5b96fe16205e2d1d91b08a6482d,1390,39cab1db4ac394157a582eb025b06086ce3ec5b96fe16205e2d1d91b08a6482d,07c8fa92f4547603ecfb48fc7a04040b1fdeef257357659c1e99ae8bb1fa4908,0ea2770de4117d4485d5e302777c097868ff102c97c5a9c976a8e70b66b8ca25,present,exact_match
SEQ000798,PORCN,Q9H237,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9H237-F1-model_v6.pdb,B2RBN8,461,b2c990ba31b043f2e3029746535efd35e18656597c027a86068758bb928430d4,461,b2c990ba31b043f2e3029746535efd35e18656597c027a86068758bb928430d4,703f95b8534a27ca2cd62b4afaf69395edbc50bcffa0c72c2c7aab4b78753acc,d88c835affdd60047a08fe0e85f52c28d3e9ae104ec60c16baa61ed8e897fcb0,present,exact_match
SEQ000799,PPP2CA,P67775,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P67775-F1-model_v6.pdb,P05323,309,369ec29171b6cdc692766d64e716681db8e6f2bb3004c12acc5f79c99bc484a1,309,369ec29171b6cdc692766d64e716681db8e6f2bb3004c12acc5f79c99bc484a1,e95950ec8f512ffd72557ae0978e979a3bede36a1e76fcdbf80f1fc84d7fe0f3,52173f7326ad622d0a7ae56eec91fc786c87ae0579c3ff5d7b16c172a1e8af53,present,exact_match
SEQ000800,PPP2CB,P62714,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P62714-F1-model_v6.pdb,D3DSV4,309,2c059b5d887c76e8b9c0a49db785f10d0f81564a5167f42ec47ddc8ea3026781,309,2c059b5d887c76e8b9c0a49db785f10d0f81564a5167f42ec47ddc8ea3026781,7142e34b709fdcb9c25569110aaa53b5cec42399c6b637b439360e5c6befc2f4,22b3d915b6f2f8118e8d2248a4ca2d661f4d80f7d616accd9c8d78e2461de9f4,present,exact_match
SEQ000801,PPP5C,P53041,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P53041-F1-model_v6.pdb,Q16722,499,f486bd8745bc94336c6ed7b32c34b73eaf0259ff1b489161802856de636d3342,499,f486bd8745bc94336c6ed7b32c34b73eaf0259ff1b489161802856de636d3342,c548b128df420f7b8bb3e58972b25a3655f358b8460505081a53808562e03c4c,4d6ae3935fdaf095dc7db3bf6299bb34bf983ee2e1ddfdd4fceafe4742aeac9d,present,exact_match
SEQ000802,PRKCD,Q05655,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q05655-F1-model_v6.pdb,B0KZ81,676,a27be177305f105d5f37964696633b0be97f84d76d9ce2ee04747e0896f1fbcb,676,a27be177305f105d5f37964696633b0be97f84d76d9ce2ee04747e0896f1fbcb,372f82014b31c7a29c25d7e763258d2ea5e1fe65a634a9651808233abe3a3419,d06407d1e914109f0ff036d720e46f16003942caf060860200647137225777b8,present,exact_match
SEQ000803,PRKCE,Q02156,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q02156-F1-model_v6.pdb,B0LPH7,737,c13770c67cf27f93bb1dd39b9eb4173c01253a2060e44225120f1e3a33625ade,737,c13770c67cf27f93bb1dd39b9eb4173c01253a2060e44225120f1e3a33625ade,d64a076749e8b9ccd6fb1fd3f5e9c36350b6af5c14862e40c508b176ce136be3,fb46ebf027cbe2160de2e9a0415ef0be5adcb2b22f541c0f008d2185354a93f5,present,exact_match
SEQ000804,PRKDC,P78527,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P78527-F1-model_v6.pdb,P78528,4128,0b73a9ecfe713d096e2570931e596b9d42e47a4359a3d72144f02dde6c361636,0,,,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,template_sequence_missing
SEQ000805,PRMT5,O14744,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14744-F1-model_v6.pdb,A8MTP3,637,426a120e9105502534446b6b2f93d80918127f6d0a708f46a005683d0db7c88e,637,426a120e9105502534446b6b2f93d80918127f6d0a708f46a005683d0db7c88e,c815c86dc1423f55ffd67316d17465ac10559e356642a1bced1915359ddcfd1c,eb25951b4595a4c5306528e527e69852fc8d691e46d463e9c1e02b1686c1f724,present,exact_match
SEQ000809,PTPN11,Q06124,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q06124-F1-model_v6.pdb,A8K1D9,593,eb594aca44a18b58a3b7b54b501b766b15fafc0feb13c934d52f97e6da419581,593,eb594aca44a18b58a3b7b54b501b766b15fafc0feb13c934d52f97e6da419581,e9a415cf3a3c2c40c253e2b97d81f022d6c9f4d3ec31959a33fdb4131a32debc,4c34e226d09391759686fa3faa1d27f0aa378b5bf37b93a6be2b8e0e66665ee7,present,exact_match
SEQ000810,PTPRB,P23467-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P23467-2-F1-model_v6.pdb,B7ZKS8,1997,d21db1e4df818384f2c9357ac27257fff3f091e740b2823da319c1b572a51e39,1907,b0c50257ece365861156625380f31f4fc5c4730eb80fff7e93b0b044d3ece161,b14f10ff4ec3f1c28ffbdca24f9b44a79ab969dd5b666905a2713497cfad8b7e,a5cdac8067bfcb33b258a899521f4169a5115643a142c31a693ec3ab32fe466d,present,sequence_mismatch
SEQ000811,PTPRC,P08575-4,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08575-4-F1-model_v6.pdb,A0A0A0MT22,1306,b0ce0e4d7fe877d892127ded1065394926dfbc5f99908525083ec48b94cbec06,1145,5fde14d4e55f0d5a4b1009a92373d956ed0918a1d8babfd4229c30e6de273145,45ba441238f418b5deba0d716e497f31501188a0aefc3a5b1d95ccb827954ad2,c61fadf0b881c3dcdd68b1f61114874cc6b7e294c5864388e07772875092ac02,present,sequence_mismatch
SEQ000814,RIPK1,Q13546,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13546-F1-model_v6.pdb,A0AV89,671,a5738db82a0d8d4b3b1be01d61879e9adcd8fef0377366ac0d930a850c227edc,671,a5738db82a0d8d4b3b1be01d61879e9adcd8fef0377366ac0d930a850c227edc,6b8b4a5ae21e9d51a5a9210eda538b70b8d4a810a3a76c676803d5d1de1ee7cd,65f61c651c052e9e396f4f339bfb0cc97cf2f647405a9094463bf42c64b6e8fd,present,exact_match
SEQ000816,SCN11A,Q9UI33-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UI33-2-F1-model_v6.pdb,A6NN05,1791,31f3d057dcbc2abdd4120b7c760ca6af6ae43dd23ee21bbb6f2b25d42fe0fcc2,1444,0ff7e5c9e33531bc77b16c646a72b777881ba94ab0cbbbad5f9a7a15c81595a0,27889e058c305c34224fed1097a2b15ff8af051a40e82270709f39b8b8cff579,c574e4272e62619f2bea1ad27b6d14c7fc2f9bfb4990b97d018469789730017d,present,sequence_mismatch
SEQ000817,SCN2A,Q99250,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q99250-F1-model_v6.pdb,A6NC14,2005,448e29b0b2d00f0702d2821a9d17cc5beff8d25389cce602e3f746e22a9584c2,2005,448e29b0b2d00f0702d2821a9d17cc5beff8d25389cce602e3f746e22a9584c2,7ee1074c46ca102bb97a89cad62c131292d932cbdc417189bfc855942309fac6,a8a2a6c6f64d7dfc206280e6fcbe070b7c572673544433cef7389a9c5af22c4b,present,exact_match
SEQ000818,SCN3A,Q9NY46,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9NY46-F1-model_v6.pdb,Q16142,2000,92527863dc4b011caad9cf573b20b6c8616efaf0581b30b1aea9ec850f141aa3,2000,92527863dc4b011caad9cf573b20b6c8616efaf0581b30b1aea9ec850f141aa3,f6b21a98d5c75b35931b73500e2115158718014dea2a897861b2421bf06186c4,e54a0b782a8aea424287088c32b0bf9fd40dc6a6bf37fb925254b916d63ee6e6,present,exact_match
SEQ000819,SCN8A,Q9UQD0,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UQD0-F1-model_v6.pdb,B9VWG8,1980,48b7226dc34e609ce66665fa7364fb3124108ada1effd7c7ef61ca7ca51b1974,1980,48b7226dc34e609ce66665fa7364fb3124108ada1effd7c7ef61ca7ca51b1974,d050ee6d5813f7ae3f516a4d74c3c07eb2175f001003fcf5a01890527e5f10e7,08a4bb8b401c08589c893867f2ace841acaa788e1660f9a399c04c25b4d7d18a,present,exact_match
SEQ000824,SIRT1,Q96EB6,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q96EB6-F1-model_v6.pdb,Q2XNF6,747,499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,747,499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,26f69c72f1020b1ceb018c185d33a23a6a9e22637f397da1188ee374fb133bc8,944f9d72ec1e3af9a2661bd43d23d07379341db3a058db512dacd5ff498849ac,present,exact_match
SEQ000825,SLC34A2,O95436,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O95436-F1-model_v6.pdb,A5PL17,690,33ce6c59e28a7373fce51debe32cec8d891ef691c2e77a0655a74040da25eef9,690,33ce6c59e28a7373fce51debe32cec8d891ef691c2e77a0655a74040da25eef9,eb194def5f91c2f6d0c0e90a6b3bf45a4dceceaca05c26dd2ade8d1d0905fb8d,4b55903db62b70340c20e79481a3b7549fcd2f5ece95b1a7fea42846093d5fd8,present,exact_match
SEQ000826,SLC39A6,Q13433,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13433-F1-model_v6.pdb,B4DR49,755,c07dd8c882d1dcfd0f1aa4f5360bf3f2c0e1baa17465459fa650172e694db8c1,755,c07dd8c882d1dcfd0f1aa4f5360bf3f2c0e1baa17465459fa650172e694db8c1,d56e692ce58aa0271611abbcf97d9bf2a20f5a13d4a998b6d9f9a21e0f08da41,f15e4d8a94aa72316a13f82faaf99044e4148d99263d6ae3ec00d200c310576d,present,exact_match
SEQ000828,SOAT2,O75908,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O75908-F1-model_v6.pdb,F5H7W4,522,873156a7a929474a459571e94fb623f12d92e6af90d92b51b3f3cf556215a96e,522,873156a7a929474a459571e94fb623f12d92e6af90d92b51b3f3cf556215a96e,7526f720d96552b8dca70025d607c24e863271017c6be94cb03c2c026cf8ee72,068558fe3f6f0cf2d20f10c869192df87a25d082db99e7e14561a0a6db6b97d7,present,exact_match
SEQ000829,SPHK2,Q9NRA0,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9NRA0-F1-model_v6.pdb,A0T4C8,654,440707fe07775ac5a8e888c6aef2878f3c2bec58efef7110ba796ec2f53694b0,654,440707fe07775ac5a8e888c6aef2878f3c2bec58efef7110ba796ec2f53694b0,3d7ea5ab729bd035d424129e899ba0783a76fbf66bbf05043c46c19b624393d6,9c7ee6332b4735bb323cfef7ced8b55336bc5e0b78cd071eec651d088e382215,present,exact_match
SEQ000832,STEAP1,Q9UHE8,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UHE8-F1-model_v6.pdb,A4D1E0,339,8ee3771c7db2a90ddb8011a4ab73db7674589c1baa690ecfab915aac2db8f1c9,339,8ee3771c7db2a90ddb8011a4ab73db7674589c1baa690ecfab915aac2db8f1c9,e49633d0f1c44e11fe374a6cd83e632c0fe01b36235b9c597f647e04ac30409f,fa307825116fb3a6fafd0b1bdf2b6cdf22591cc00950ba18c1d74650030f012a,present,exact_match
SEQ000836,TGFB1,P01137,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P01137-F1-model_v6.pdb,A8K792,390,f878d83757db48cc3120917224e2369d0cdff3b9c6f56ef2558b6ed0eec8cdee,390,f878d83757db48cc3120917224e2369d0cdff3b9c6f56ef2558b6ed0eec8cdee,6620cb4be60dd6325e4e0f1b17bbe9d6ff8a479950bc1aee654725af737edd6e,488a40c878f19e419dbf43f4abeccb973d9e75611ad090ae38fa8d289f9cca29,present,exact_match
SEQ000838,TGFBR1,P36897,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P36897-F1-model_v6.pdb,Q6IR47,503,639fec58970beb225b8efb16a3ad59713134601c6ee978bb08af353971c651ec,503,639fec58970beb225b8efb16a3ad59713134601c6ee978bb08af353971c651ec,c662f3971129998de58816b2af3bd13e263bdb77b4cca4cd13a5b527cdc634fc,8fbaf6e900182faac72c1b4fca7d3fc1caf456d0c6a2b3c1e9cc2c23432db954,present,exact_match
SEQ000849,TPH1,P17752,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P17752-F1-model_v6.pdb,D3DQX6,444,11464cac78fa396921bed3a7cd586d5bd145164fc65b01b3a84a2ed8f3a2bb8f,444,11464cac78fa396921bed3a7cd586d5bd145164fc65b01b3a84a2ed8f3a2bb8f,686f4f4339b10019ad6c26383068cd423633d5d334bcaedefd86bc8929c3a1bc,4b5108ef68369ecd17db98dd144354d3ce8efe26e9dcbbd61259591e0dc4e6f8,present,exact_match
SEQ000851,TRPV3,Q8NET8,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q8NET8-F1-model_v6.pdb,Q8NDW7,790,2c47822e35494bbc97f05ada9d1074089854b56ef0cd1f0f106fcc6b6b5b07fa,790,2c47822e35494bbc97f05ada9d1074089854b56ef0cd1f0f106fcc6b6b5b07fa,7b079fa190d05d8d457eb18d94a898310b86ff9d758ab2aa3c18bef4e7ad4948,0aca8560b7959c8800a9a1f6268abbd5c62b3c7085a24cd4695f097ab12793f5,present,exact_match
SEQ000852,TTK,P33981,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P33981-F1-model_v6.pdb,A8K8U5,857,6d5bab5d8d70be3a440bacfb3ec857e93468837e7e7298ba8ba0a1486ec8d732,857,6d5bab5d8d70be3a440bacfb3ec857e93468837e7e7298ba8ba0a1486ec8d732,5b769baab01dcb2d096e12d22512d9154485f1edff53b6a3c8784f3c11ef573c,9d264797790b98e661b4a2100117e936698a6aadc19cfc394ec60823a836113a,present,exact_match
SEQ000853,TXN,P10599,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P10599-F1-model_v6.pdb,B1ALW1,105,b4e779decb4a567276d8385aefc4b0b7d43c5f6973b9f554511e6ca472f4fbc0,105,b4e779decb4a567276d8385aefc4b0b7d43c5f6973b9f554511e6ca472f4fbc0,1e267088a3fd484f5075a3ae043d9cb579a1ffb5cd13e98873df9db40014ffdf,6251802f7636fb94f241ca16a1c5a76eb03d98c8af54b39e2d4fb7fdf191dcbb,present,exact_match
SEQ000854,TYRP1,P17643,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P17643-F1-model_v6.pdb,P78468,537,cac94fc8fece18eeaae90406471bd1af7c6b436c8b9513bfc998c869a5060a29,537,cac94fc8fece18eeaae90406471bd1af7c6b436c8b9513bfc998c869a5060a29,1dd3e2ee47be1396f4e3f2ecbcf8ac63a39046c07ead64d2889f540e82e645a7,125a90aa47a775e12455da1d51e5186a44b6c24b7b3b18a619ccf826a5d50ded,present,exact_match
SEQ000858,WEE1,P30291,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P30291-F1-model_v6.pdb,B3KVE1,646,5ef1f29ae6c48b186caa6e996c42991c0077374bda1649603ab90d4cbe9752aa,646,5ef1f29ae6c48b186caa6e996c42991c0077374bda1649603ab90d4cbe9752aa,670f0c104e1342cc7ff052ebefcf233c4b8c76cd4b9d8f2d2d6fe9fcf1ab8475,33f6f1c7d7c004039fdda6b82606262da7d9fb55b98e6ac86a98cdbddd3366f7,present,exact_match
SEQ000859,AKT2,P31751,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P31751-F1-model_v6.pdb,B2RBD8,481,31df09ee54136584c9d22b78c72cb3401adeedaa4ef3491b7618f82c9f676527,481,31df09ee54136584c9d22b78c72cb3401adeedaa4ef3491b7618f82c9f676527,f4c3f67d316480203ac2019ce0ab150d433044e0f23bb562a3fac845c90fe3c9,b92685ad83386d9db5e175fdb4bce192fc4a1af1082840df7529f33522c8fbff,present,exact_match
SEQ000860,ARAF,P10398,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P10398-F1-model_v6.pdb,P07557,606,39ad43cf31421ee66dcea16ed6c270c50e9b75b9984e56a6806f208b39ce4fe8,606,39ad43cf31421ee66dcea16ed6c270c50e9b75b9984e56a6806f208b39ce4fe8,551c2820ab65f1bed630741183140fd7112ef51cf6bce1cbaf3a4d3348b6c64a,a8d6bcbe714d966e1d907abe2806f047094d576d724b5bc945a013a4d0834fa4,present,exact_match
SEQ000861,AURKC,Q9UQB9-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UQB9-2-F1-model_v6.pdb,O60681,309,652e9b375dbfa639eace1fcaeab438211e2b79b1d49c40add44ead3710e65990,275,0560f7842c48b391e118a4f4f2ccb86478daf580a22357649d8ad3c33c0705b2,a82808542068eff521f0e6c905e0c3bc3bef0b7b7e8df4ced45e61523703d349,589d344062ff643bca3992a664029b950f90aeac1d86b91903a028a831793cb4,present,sequence_mismatch
SEQ000863,CHKA,P35790,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35790-F1-model_v6.pdb,Q8NE29,457,33693b303138ed8342c492fd4e8eb7ef52dbb288038c72355590e4c266128662,457,33693b303138ed8342c492fd4e8eb7ef52dbb288038c72355590e4c266128662,8723670f4ee2939a07438ca9efc59c42443dc850a0703d982bd494643b790b54,e963b2afc2c7a7480515eb42c0b669d749e54513e9e1fa57ce621e96dbd2578f,present,exact_match
SEQ000866,EPHA3,P29320,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P29320-F1-model_v6.pdb,Q9H2V3,983,caf7cc501ead177b8c037dc3cb177eefe7bc30e7bc3cb74a998af92a354098f7,983,caf7cc501ead177b8c037dc3cb177eefe7bc30e7bc3cb74a998af92a354098f7,9c3fd09609528d503a74120a472d3123bf49958cd50006195605249543c9a11b,5a99e85b3447f7121c2be933f8d00ae69be3c627be3030063ba13e349c861b1f,present,exact_match
SEQ000869,FYN,P06241,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P06241-F1-model_v6.pdb,B5BU57,537,a25f82cd1b4be74e9b43bdc43c058fe9ce987dc011b712f1ce43a21e4d45d0a4,537,a25f82cd1b4be74e9b43bdc43c058fe9ce987dc011b712f1ce43a21e4d45d0a4,303c3394a37b7c21b5b53807d2d61ce0566b9a63375ea3253b45e3643c78e69c,72cd3f39770c6ea01d908db6a6a7cc992004b67ac35ad98a5f4d562f8d7d9187,present,exact_match
SEQ000877,MAPKAPK2,P49137,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P49137-F1-model_v6.pdb,Q5SY30,400,df15bebcbad0a9711a70ad11c6497f18e8780c41854a77dfe793b0be9164d90c,400,df15bebcbad0a9711a70ad11c6497f18e8780c41854a77dfe793b0be9164d90c,53d4383f5cca2ce336c886ae35b53a85af88d3a66c9f9950c1b9a039d02fe9db,6bd84c8ede852c17970abfcfe5dd983336dbcd96e6448941195cd5c96140d163,present,exact_match
SEQ000880,NR1H2,P55055,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P55055-F1-model_v6.pdb,A8K490,460,456b0bd6f627e1b046e11eb32cede3edc8125bd526e9d62d6a237b897f455cff,460,456b0bd6f627e1b046e11eb32cede3edc8125bd526e9d62d6a237b897f455cff,5fc5b188fdd972df140de9f8a662123b85a2c4678ec2d54eb17279d52d69fd6d,8c13f1055c827980c738d6dfcaad3736ac119b3d989f7ef231a1cdecab0db28c,present,exact_match
SEQ000881,NR1H3,Q13133-3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13133-3-F1-model_v6.pdb,A8K3J9,447,930ebc290600ab8f12f93fc9a88f07aafbd39ee68720b02c19e357865ad59626,402,09fa5aaabe95bc4b4c44eb32e6fa9ed560b374043a99eb49348c550437449d47,715d8fb1834bf061b87be0ad021d8504689b6827ba887978d4511f50700b32f8,2bf6fa45de47fcfd14103447694b1de5e7033417365cac575a3e6cc5a5c6298b,present,sequence_mismatch
