homology_cluster,sequences,split
SEQ:db702b15fd93e0dcca6178e0734d83c414a4de5827bcf78cddca8c76e63c2d07,1,train
SEQ:db890973adef0cf92cef22aff779b77ab85ce8845cca5671811ec9bb02979c08,1,train
SEQ:db904fb6bea3d836fa9c2d870a738e324e79a98b89b69b5f2492e9772b7efbb7,1,train
SEQ:dba41f82ddfeb3275c359423d1ab75edf49ec3c0fe1235ca1db9eb7ef7c53dbd,1,validation
SEQ:dbab3d615896486a4dfa981d78375d802f7846df0c61cf8fa03cf9b17922b752,1,train
SEQ:dbb08c08b18a9ec1f0e4e15e3e130883a82f47a26c7ea65217fa37ea1fe54760,1,train
SEQ:dbd1f334538d2dfa9f01b26b8d25a600c9184a764a3e2d85e1d85665d04c41e2,1,train
SEQ:dbd82d02d7916602a7d14fb2d0202917b489aaff347393d7bc526bb025176d83,1,train
SEQ:dc0f05fca7d2e6d08c546fdf068f8f3774c434e9e7396b0ea6024aa79a66a67e,1,train
SEQ:dc129ef4186e1254b1c33bc0146e938caf803d4e49ca538b9e4bb9ba3d9c6295,1,validation
SEQ:dc360328575b9e20eedb15c573041f6e34ff82ceeaa46c64f32a1f1d8e1837dc,1,test
SEQ:dc43f2261958ab2f3e478a49634ec074b05eb01422f1328060d28780e4455add,1,train
SEQ:dc5a21c146e0f05f5b6402b85d7a7eeb6d4c091434707e0edd362f01a0cedc95,1,train
SEQ:dc62a0671b1025f2fa9eb345f0cdc6137ceb9f94ebeb28a555047241a484cdfb,1,train
SEQ:dc7297a111c037f55d339c91a2c9de90552bf1f3931d126dbcb2a612900d9f90,1,train
SEQ:dc79c4c8f868f39b10840e3bca0de9bfa5ea8f4f4627580fa3814ad60b6283d8,1,train
SEQ:dcb9b4a6becaaea58f3bff89f3736e25aeb87325449286126ef0c7c1b2f1a6bd,1,train
SEQ:dd010d6892418e68ee7bcd4e1f6f3bc97a523961f55b933a68c86aad2e05bfe4,1,train
SEQ:dd23c9eec0e91cd1f0dc088a32ef2b148599462ded9b6d9b1761b0cd11b58e23,2,train
SEQ:dd4404fe400b9d8b1c32debc5b5d145baffe92f93cd35733d08b258005b15e0a,1,train
SEQ:dd4651834922d19d560280bca16c7325d1b33fd6976ba036a8d422d56d47c712,1,train
SEQ:dd621718e7770aad9352b9e6d911f0c855194fc6463c92395530fcba9f2174e2,1,train
SEQ:dd73276a874ac8499252e4fe6f7a77ff095b3177c71a809dfcbb2cc928b9e222,1,train
SEQ:dd897acd9d103fbc93aed10f0961dc93183216a6fd9e1815bb042c67affa5558,1,train
SEQ:dd921fb39ec53cbc5d6b357b28437456c35b1a2f7abf386d32083c78095d6277,1,train
SEQ:dd9b34fd49b5e109873d7111c4617e40612afe60a51db860bdc13b57c6550458,1,train
SEQ:ddb71c71ff3b4b2a0fbcd45adcf91c60b6c535727de9412fc032627aa9b42844,1,train
SEQ:ddbc618da69eeb8f574c1cb4cd69dbf0cbde601b1f00dd344ff839c16c39ed8e,1,train
SEQ:ddcee49b9f68888a9f639f9021f2f3475461b114d2ef807dff68d3645eda4e68,1,train
SEQ:ddd04e390c6c6a21de3d05d005744796031167d578e9155c8d9f9ecf067e881f,1,train
SEQ:ddd36b469cd1dce87519dae1452aa32a52d8204ff305ce2fef749deee7a70bd1,1,train
SEQ:ddda0493fe312a4123eda332624bc76cb4188fec96c28d262ed27dffa1e5bfac,1,train
SEQ:dde29e1d1dfe9463df73d6823f823f76aa96149669b85896e2621c1e747fafc2,1,train
SEQ:de18f861b4c46b27e2fbd1f4ce121a45b566912e70f4d48b75b347673484d538,1,train
SEQ:de37edc88107e3d3249350b2bd1b448553fcbd6cc2ae52f01352c1535479f1c1,1,train
SEQ:de38e2fa47352449c33aadf66adb581832bc318ff7f762ab96b7bc0fc1eca86e,2,train
SEQ:de3c8c9ee981bcae4644a62f0dc0c4d048dfb1cd4070aa145425fce918531bb5,1,validation
SEQ:de485496a23e6aff7466a6d3085600f3eb42a557ae9e7345f271a46f29e461b4,1,test
SEQ:de4d1408777fa09d8835de7391e7766df04d61970ae257fa2da9e58a112f51f5,1,test
SEQ:de5053f78cd2a2e2e7f13afbec90ca362c266d0fb2e9ab2bee4b33c19412ed47,1,train
SEQ:de54b9165094fbbc9ce6aea67a4d5a27fd2bb142520dfc52151e11ec44f23c69,2,train
SEQ:de5d96c9d8e7a9085c334baf9c5585f73e03c0c43088632aeb433318aadab21a,1,train
SEQ:de65d2f7031596b4660160a82fe4b13eb7d16ecc6761dc626b993a41134cc6a7,1,train
SEQ:dea0c5e734345a8a516a0aec65410685fc5ed301910f7082d18e56a418a2983f,1,train
SEQ:debf5c9883be15975229ce928980db9e55c0538e9d6ec88763a659994f4dc36f,1,train
SEQ:decb771d32e70a2f214aff7e89fd2c5cc24e1adb3bb4cc15f5b03981abeb9c28,1,test
SEQ:ded6a6063fb8cd20aa0286c4dd059d4044072974d434a10e912500ab8012373f,1,train
SEQ:ded843f8284453e73ea6d87b5d9068e5d182439f5b2c78374a74d3ce88183e04,1,test
SEQ:dedb97236db94bc3772f63f949aff01b5fb240e49d812453e3375609aac3727f,1,train
SEQ:def353dc153b1f5fc8a7709c5dbdbe350597b84dd6c423a0fe0af3e202648a41,1,test
SEQ:def682a884ad0af1b561871a9351799b3c6e87894f4bb2ac82e1a1b957d8e7a6,2,train
SEQ:df0575231f809050029657749f21b2b36f5b00a92b61c2e37328c31eb885ce8a,1,train
SEQ:df0840f502a444bee4667bc8d09dd57d9f389865d7dd6bef60beb28bc14ecd55,1,train
SEQ:df15d723ac75d079d992ebdfa546b2ee18273a4d7ef409bdb3a8196b65290dcf,1,test
SEQ:df20140c72955d34cd19a7536abc534297f6f8a04c3776d9618dcc6e777b99ee,1,train
SEQ:df3550f14cbcc7b79629fa7806d81e75c39af49638bd1b0925d352bef2aa6844,1,train
SEQ:df563f7892d7a8dd8b5e4f02650ab5ee7c5bb678c6bb4f7854fe8e51b62a1119,2,train
SEQ:df665a32b583fcffa4eacb9bd8880a0c240f00418d00c7a4a14bac26a4ea8e5b,1,train
SEQ:df8418b7b45b4f585c8d5a23babaa63fabc1fd71f55f3564023faf8371dfbf59,1,train
SEQ:df971a35c6955ddd1ec51c9ad909413ed41d63bbb1587be474a292517bfb15ed,1,train
SEQ:dfea0feeb9d9fa8dacbcc10ae6f7b6b105c92a79d9dbc16b63612df91a4149f6,1,train
SEQ:dfee8032e507bba6963b07ec77b583ee8fa1e57eb010d47ee5fb0a783bdd7589,1,train
SEQ:dff46de051b6efb5818b3741775ee67ba3ef5de225dd7592da5886d752429570,1,train
SEQ:e005e4c3eb553e3409cbef124e170116678989262bd8143801255f74a2a76e8e,1,train
SEQ:e0192415a17c3dc597479cc3271ae3e3b4f33d9cfc8dacd0094d87b56d9ecfa0,1,validation
SEQ:e0897a8d4de2d5d0aa8c49d17ff54eb395e440fa77fa4cc1d49d389e7447835d,1,train
SEQ:e0a03956bb5e87b45869b0e730fb2ce0f4ffc0105d121f71a0e0019de67f8b19,1,train
SEQ:e0a1e3bbc5ec7fb1a64c5453469d1741ef0fdc99e5fafbad7f5088e8c8021cb4,1,train
SEQ:e0c3b20aa72553f8c389ff1b37b651be260561086db43b6660c1f3689c993240,1,train
SEQ:e0c80e515427ab4ebade2d20fd260d07f785b2adafe6ad4e5b02fbb50c2af927,1,train
SEQ:e0ca3b05940e809895145e94e3188fbe82c7eb70a48e0491c617e4bbdbe89e5c,1,train
SEQ:e107e9d5bde7f5f4713a06798e21d5a883582a1f5a03cadcb2ded4bb5a382a91,1,train
SEQ:e11d375e60604057d99b7f5d90e71534632ae4c7f2e923f02ae20a83f0857279,1,train
SEQ:e12a9bef4ce0d5950d66ebf8fea8ca2be82c064144a9a5c70150b072732e20cf,1,train
SEQ:e1332cd2b231cf13fb9f6a650c37a5841475fb58fa1b96299a204bf851ec62d1,1,train
SEQ:e161ac1908a7283d6cbd2c7ab02e5a19be5928e6107f79f5377cd799e339df5b,1,train
SEQ:e1904450aff0861d76e2e8c9012a6e9d0001869cc536551ee9f45ca05fbf8d25,1,train
SEQ:e1925b19e9e28979d4650e06a46d530e0cc8b868cbae13421a6e3eb6f1cef94b,1,test
SEQ:e19d744d038c01b8cc22bd7b2f0f42db427460e1ae0c3c033bfda05a992057ff,1,train
SEQ:e1e52c5628f9d52a80f8cc2723c9746fae4175b1468ac2db8cbcfa6d153869db,1,test
SEQ:e1f81876efdc0beaa353f6e606c50edee6389f07fe0f7785a6501be80f75abdc,1,train
SEQ:e22d641f65166be67911399ea0dc3c972bd397173d22b18cf75ed1a8d80799c6,1,train
SEQ:e23934806b97ce11617612267a1b8b684da0c358bb910fb12ef053e95127cb48,1,train
SEQ:e24e21fad94d8bdbf83131d049719a7587fdf9132a133567b3cbf4a573e5e89c,1,train
SEQ:e26c503e132670df20a749e4f81c45ff3d79d3296d38bdaa34f597f9afa51642,1,train
SEQ:e27b898beec9c370e421fdcb5b7e37dd8801c81224cd397a021ec76dbe4096ea,1,train
SEQ:e27ce92afea88acc5fd5c15fb7213ab49c4cc5af705e203e844951fb619121bf,1,train
SEQ:e295146d6988d3c1648023ff523b8c0f0979e2088ebf7a8b266bdcb2193f6ad2,1,train
SEQ:e2c15246f41d5240b75763b3829300a800d167570a10b66288ed082930384a51,1,train
SEQ:e2c7433b9cb73feb2daabeaa7e841d359b30313e06d8c084f3787ca45ac692fa,1,train
SEQ:e2ce0b9ec1d0246674f0e4fbbbc65c793ea35633d691703896bccf2a894a2a94,1,validation
SEQ:e2e37cb8956473db663196cc55b7336f68505552863364417d19cdb9aa1e0b78,1,train
SEQ:e2f10fe26c2c52687979a18318ec66ca712399fa0eb929df1e73ff5c94db3eb3,1,train
SEQ:e3056664d88810d4a2dbf968be52e6fbc598c35e03230a59300f245a98386bb8,1,train
SEQ:e30d5d28cd9e249a2fb87d7518bc76092dbac884fe10f5eeee733791ccb11732,1,train
SEQ:e3117ed0ded827072d1fc70299f6dabc5e50c31afcbd0057a5cee9f6dc2816b1,1,train
SEQ:e31cbeb7da2d495387365f8cfe5a009223a5279e1c666d9e6481e6230631ac10,1,train
SEQ:e346321cd807762223c9bc737d7c427db243891a06c299d8eb185f801abb9157,1,validation
SEQ:e357edaa8a1825fda8c5bb4c49d15efb6de4512a7babc811d61f17ad867f85ef,1,validation
SEQ:e380a75240bc356ebcde60511a29e9f42947666667590c1b418082d1761077ad,1,train
SEQ:e38588d4f5449153b674bf362c8f58f17387f1e88b5fbd1d9f9ebd61f94fd57d,1,test
SEQ:e39d40e7f64b1485626ef7152e16f92912e6bf9d7113b0d34868b9ca6d9517ae,1,train
SEQ:e3a3bd4e2dd2508c8b37c9e6607af77fa572a28b76f0213f87edc891b49167ab,1,validation
SEQ:e3ab0c18b2e46df5d6c309231b09cf532209d58d5ccbe9d463a3c29a070eeeef,1,validation
SEQ:e3ae93962ad1e4de7e105a2f60449150df3af7bc567b41a4297c093f77412d04,1,validation
SEQ:e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,1,train
SEQ:e3d5ce2359ff43d2f185adcaf403d48250ee22da517c26ed982e8c8d86308b90,1,train
SEQ:e3d665dad3dbf6901bc5aeccd28ef9d87f5be7797ab459a04aa59f95824cf051,1,train
SEQ:e3d911c06c298fc9f688f6ba615679c0559de91b013499e3ed8b01c2a0d3abbf,1,test
SEQ:e40d28019e337fa1e6dec9a302632599b309568407ca51fbd1e84a711c7a7c06,1,train
SEQ:e4139ec1a05adffc25c08137c3394981bb8b6346fb7b66dc6fa9432e1a7e10e1,1,train
SEQ:e41e266f6f5adc35d94a7a7807f47efd78ad40e93e03dc0ac81301872ac55f74,1,train
SEQ:e44362d61217bc058e02ac3cbafbe77ac8e3e4302d0304aefc01d3a24dcb55a3,1,train
SEQ:e448a457dccb5dc800cc0e3e4b687a146423ea7e18231d08fa9f0de52d3eddb6,1,train
SEQ:e4616b58107ebe3c695d6b5919fd5ff2c7964d9face093857541d26a8ab474c4,1,train
SEQ:e48f2c73dd885ae0deedc62a04b0d710b66908bc0b2c1dbda5906126df63c9e4,1,train
SEQ:e4ad7cb41f6491ec39301f1e3cc97352c1d0c0f9081d95885e62ef2a8aea0ac5,1,train
SEQ:e4c2f484f4707a731baa61ab7f43e808c778198b657912e6500659e0a7e30308,1,test
SEQ:e4c7fc0d4858de1013a202327bdb12ad34a0b5f238fa7cfc6e4543b0522b0212,1,test
SEQ:e4d2079e5cc6420a39ad4e244ed166dbeacd962fc998b1fa27f7d91ae0b3cfe1,1,train
SEQ:e4ff52be5b1086e943380cdb047994b6555ad4ab1ad75b8fbfe08edd931c1027,1,train
SEQ:e50ebb57af5616d569720b9d8d88ea62587f68663eda5cdb1d0cc9b166448828,1,train
SEQ:e54f8296e356537bba31df96c4c474c53a4c22d49f4cd23755da07fd9662c49e,1,train
SEQ:e5524cc2f2b08493aaddbb3e1870c0bd672d501cd1a9569022febf6b958ae85d,1,train
SEQ:e55875e4fec0ea2bb482c3bacc1c20d949e03c0b350a02dc943bec0e82d1ca51,1,train
SEQ:e58d6ba15fabcd9f22dea9561447b87832a115a5af7ac50b19050e4742869254,1,test
SEQ:e5aff01f432c8f2ffd5d98bab3c861e12d925e518f20a6ba015b25d246e47640,1,train
SEQ:e5b527d198fe45cfa7632e6da88a3248d7695b2efd12a2c0378aab801cf08cb4,1,train
SEQ:e5c33f6d87558c1b174906427e869bc4792dbbd423049d8b607dcc746c9fadc5,1,train
SEQ:e5c7d27d60053449f325898b491ac10d3196d0ae2426ac1586d50d67799b6ebb,1,train
SEQ:e5d527336d82e9309b5ea19a32a85ad410a303db94b245801462e791abd1623c,1,test
SEQ:e5f17b864a9187d9087d584c0a184f4364a8be24f3becc1bebbc77a44ff0d1a2,1,train
SEQ:e626ec5069ad3bb4fa043b98bcf1426e5a5a0a69cbad11dc39a5519fad2a9d31,1,validation
SEQ:e667127c8e1b5595f8cdcba9c81b3a15ee9c5eb1a5db018c3e84839b66318365,1,train
SEQ:e698ac3cbc9ab8dcf0423d002332e18395d50aa7daf2e32034daa7b2fa0d8330,1,test
SEQ:e6a7a7a9a35691fea0d0b70c32f9bf1e248f2e957743c67dd341fc294cf94946,1,validation
SEQ:e6fb7ef50d66281e8492a5a1ce8a0ee52e5a35e0ced76ebffd76a24119caae6a,1,train
SEQ:e70305676d62b2c3708d9f0cd8f03227dec5dbd409998e4bfb132165d049fd11,1,train
SEQ:e7117105cb79ae938e7f48afd000230ddc8073e7892f97620294ef965ad31302,1,train
SEQ:e77cf62a15aae70bd632388760ce5a32920a2e1d9d43386375c78fc1e15469d4,2,train
SEQ:e79aa9b4800713f44af407dc0d7dbf8e650d3d6f4da287a4401ec76e359abd04,1,train
SEQ:e7b80c7861adc0143f8aead03ec9fa83b782439c3eae4730ffaa7beafa37c40b,1,validation
SEQ:e7bf72cc6e68d88026fadbd8c3e128247c7aa74c5f7c5e686a647d5bc6fb3f50,1,train
SEQ:e7c5d1f14b77b72295a35ee67b72e8d5c41b13dc03e7a650efd3b84b1e5a65b9,1,train
SEQ:e81f5dcd44302c3c277b4599449c71b5f2a7b3eb761bc2c584db236d9fbb8632,1,train
SEQ:e865c06ecd1be75caa52ce4b2140dc735fa17829ed27f8d15cf5d0938536c3d1,1,validation
SEQ:e88423a0d2a8a4d7c778ca36918a666279c4ac1fd40bc5d9ce5d38ed0fed79d1,1,train
SEQ:e884d430f3b5b239091233d48f91b78d095ad4471ce7b0da5b26142de2221b9b,1,test
SEQ:e8bc37d0188f8be3ffda8d1e721149f046a743feea5e05761b7dc987e584608f,1,train
SEQ:e8c8aa46e99f39b89811e9e562d7d9a698b3976f6d482b6a6cd62c6af49a6991,1,test
SEQ:e8cbc3d40be6e66334c848086801ab608348f2c166fc65dde8596f3c65a20970,1,train
SEQ:e8ebd86ae6e434c61c0134c08ccbeaa09ea0460f87b3647bde4aa665903cb248,1,test
SEQ:e8efe40a566107e32bdd757d25c52a048e34cdefefb1ab4f872ea84ecd857992,1,train
SEQ:e8f3d92e8bea09a6f9c9a3a98ec4bf248bf63f82ecdafc2001e357d933e78276,1,train
SEQ:e8fd18bde8ab47cde0df23a9735039f87e9b1b583499ea1addf54378408bdb9e,1,validation
SEQ:e94cb472563694bed22564cc32ce08a8c5146d81cbeb32b4700fa5e73886af8e,1,train
SEQ:e94ef7537d1007370d52e7b1293ce436d5a9a78d79905d628c4329386a673fa3,1,validation
SEQ:e95b3a9a7cff92f29de95c5e80cc69e58411acf5d4acdb083b415381da943d4a,2,train
SEQ:e96ba177c2e3fac93243faedf46c33949f7a6cca128a3aee940c5193119b3f84,1,train
SEQ:e97d140587b996664c5add4a0ff5c1b25d4faaa6fcc7c850d9852fe11e90b6bf,1,validation
SEQ:e9a37e03f27293d4fa44bfc711cae182b6f5da29e1a8f932949cde781c4d929f,1,train
SEQ:ea09734279c966163fb4ccae4c0b1628f770f9bf659b676bf455778c1abd6bef,1,validation
SEQ:ea33e25b0e8f3df9774f0fc25b5d09a9bda78685c0aaf5755962c19db02a187b,1,test
SEQ:ea4721a5ea93bf6d6e23f044cdf5efdac2cb780beda957487e86397b35fb1738,1,train
SEQ:ea67d971c2ad6ec7530d5905ea17265f4b24acde91082ab4965b37de5a95e91f,1,train
SEQ:ea815bf7030a3a797de0ba3dfd21f76a9ac9d43aa6253dd296f213dffba1cbfb,1,train
SEQ:ea9b5d99a9b2153939e1611eada909897d0c49826b5d60857c9f2d3889bde4a2,1,train
SEQ:eaa4e0dc7e76ccef71fba73be558dd7ae0cd85fd3912a261f0311d3d647b0d6e,1,validation
SEQ:eaaa3848f35d67c2c8b6f7671e281f0f61f3f903c5481cd951041c29dfdef541,1,validation
SEQ:eab76c2ad7a5c47b2b8d2f435d69e8174d9eff01c4e1afd9516811b6f6d2ce1c,1,train
SEQ:eab822eabe09f46436ce6be9f83e9b65b797c4ac289e6c914f27c76305fb84e6,1,train
SEQ:eb0bcc4cc33b3b3953c028aa242b95c7a6b0b6a5774e4141010eb33071fe182f,1,train
SEQ:eb386a1ca1d9bd029d1f150936d93947ba1d15dcade2f626ff12fe3d5c84ff6c,1,test
SEQ:eb3fd6e991149629c673cea22531ccc0b99d845872752b1d2dd72e6ee36abe10,1,validation
SEQ:eb41eac8f99e5efb0ddb810df9ee13f2e1e5bf7550a0e33d5d8f49db9da3cdf7,1,validation
SEQ:eb633fbd6f3f6efd3274826ac405ef1a0c9c140b499e7529bf844271c7c67688,1,test
SEQ:eb6eb28a977f99a651fa45147d29f3768ae83e5e378e163c358162a85d3012d0,1,train
SEQ:eb801922daf84030260c754b2516f6ef584ec257e956d9285e48f4a45ee299a0,1,test
SEQ:eb899be77b10ef0faced24927a64ab88b8310cb26398eda8eef8b87d8548df5c,1,train
SEQ:eba0b4a89afeb4a3eb742d030137539adcdfbcd3fe03ff9a0f9bb3a3fb8eb118,1,validation
SEQ:ebb616249401b4552ad10da2c6a83c409c027bb461bccb8ce1b7009404cc93b6,1,train
SEQ:ebc3cafb921217a16e0aa9935690a5b19a0ccc8138d944b93790b719b197dcfd,1,train
SEQ:ebcaf05ebb741c9abc25efb95d896afa6a8ccda20ff58b1b9d2a649bed708cce,1,train
SEQ:ebd6aeb019f346337b1e65cceae8144b40b7f749bbb699ea2df3f889b776a371,1,train
SEQ:ebd9635367f0eac283c86eee7b59af3b2cb583e87f60a456539be04c68f760cf,1,train
SEQ:ebead30a64172104cb05e3d8498ca7294599773187a84ab503bf23b90a1068a5,1,train
SEQ:ebf4214c30c2192a7bd93c136eb344901ae051e1c0ccf52581a4cf7c26209514,1,train
SEQ:ebfd6d6422eace0ffcd63536ff1ece6ee2fd6c7a79280011f42e4d6af341a9eb,1,train
SEQ:ec09e9b6c6a9f5db6f68d95098849dc5cb9335fa67c0a831522cb37163386ce8,1,train
SEQ:ec0e3ef756a6745ca24093817016b4e88efcc588215c20315d5f7d7439b6e303,1,train
SEQ:ec18da090fbdf7bb89030d0258a7eb4599b53bf86ebba1c52e78da6c5b0ff336,1,train
SEQ:ec4fd36c1b9c6ac8eadc712d7b126570318b4d312687c4d0550cc0455c81ca45,1,train
SEQ:ec54a6610e25a80afa71217e94c1e445f71b946ce9bf546da357139b32610b14,1,train
SEQ:ec5dd7e86d5d8da1f5cd0cb283a4f44f0b58223bbe18dc45acf32247cd745607,1,train
SEQ:eca136c40d393f2d39f140e81433a4293dc7dbac0fce92b2f14eb710dba93d46,1,validation
SEQ:eca765c8774268c7b896afdd9de47ffe7860d58a05c2ce4bfb651725871e222b,1,train
SEQ:ecc1947decadd08064aad2ef5219bd8741532eea622124e5f27b388c19a326de,1,train
SEQ:ecf13ad40af491ee1209209f3f8287ff311ffbeed5c44696e5cf5c4a0ec54423,1,train
SEQ:ed1f267f196bfed7666686d4c371576bea506766c60232845f73b2c5e077e789,1,train
SEQ:ed5f31809efd5e9a73fbbf5f7fef0f8ce0ebdb12c63c8e377fc9dce603c2947f,1,train
SEQ:eda0ceee9f0dfa341c5835375aff5c7046e276a01bf07dfb435317b69903ee29,1,validation
SEQ:edbdf082fa4c838d183fde32e958365cf8df4bf4cca4aefb7ad3cb0c77e6c81f,1,train
SEQ:ee16089941c484c2f631602c848869a6072497d9d72fb85a9714a97f6593e570,1,train
SEQ:ee556284cf7d4b168496ebdf1cb05f6661d4f759dbbd14b7cacd03cf350aa11a,1,train
SEQ:ee5f48c4b5b6fa7107b4ac819c69e21a4026742f03ef0eb20b847159006445fc,1,test
SEQ:ee8f636b23fc543f2ff590c279327e68a0e5edeff759e094a93aae43b8dc3666,1,train
SEQ:eea2d95c9cd83fc278841b749e0c747f6fce321319d5a64288c8a773e93b2397,1,train
SEQ:eeab712e7d32058c15b1daf597f3dd13a1f0a99337161054f8d1b84e791e3749,1,train
SEQ:eead85f972ed10cf616c145a1c9a9105a6b229582b54b9541e7d371be302a35d,1,train
SEQ:eee8f5ba5bcb2979bd7e5c024389f5a8ca01f15bf8272e144a171ee9ea85a66e,1,train
SEQ:eefec8c4e92f1133f0c0fa5f1ad4e9d458363dcbe616de5c3c4171a397df4028,1,validation
SEQ:ef35680d8540441d8450a6ed35c3e55ed4f2cf581e75de59d3205b193d5c1daa,1,train
SEQ:ef605aee5d475acf9525a275dd17bbe931f0179edce4daed1b6a07598764ae7a,1,train
SEQ:ef8093a0b3e51ec4bb2ca1680905d9e1fbaf97b4817caa2169b23add055e610f,1,train
SEQ:ef951548c875ca09b0819b2f03ec921a404b272f886aeeb5ae5c27b639352029,1,train
SEQ:ef9e15e07b0620241b5e1445c2be21d28844e0dde02aeac79b4d73c7d05d4372,1,train
SEQ:efb3ca630f34927c039b14cc384862808a4fb5084733a269d93a12b596f54320,1,validation
SEQ:efcf02e1bfa4a08b50b75552bd92637ddf57613a44157865e1424654d7a54c64,1,train
SEQ:efe6158aa78baeb663fb8e792cb747e9608bd40db045c985e7cbf557ed32b4d6,1,validation
SEQ:efe8d122007787bba281ce18e4da52389878ee79f9dc044da279b174b60f64b5,1,train
SEQ:f0114914a7a9847e6770cd2ca00d4838a421eef2467a47d10807d53078a8322f,1,validation
SEQ:f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,1,train
SEQ:f049a83b779ddf5546c297be84895f932f935ffbf729bd8e755ae14bf3793f3f,1,train
SEQ:f04cc5d595c72430155880ed7d557ac1f0a36adce1ef12f35e417ca6534821e3,1,train
SEQ:f05152d5b98d6118d39ec23adf2519d9f5631911b936e5e8c3fc94119028a015,1,train
SEQ:f0559a57916fe3476edde5fcf068226659ef805c10686332ab7582655fa2ffc7,1,test
SEQ:f08529243c71bce2e6a765133af0bc13de075a198ce52c1eedb214fbb55870b7,1,train
SEQ:f097f63f93fce4ce65c0e5199b3e8920f0b08446aa1f7419f35732c0d92bac1e,1,train
SEQ:f0f419619ce8cd9f21609c892c97d43bc4ad97acbc8257d2066dda7cb84cef02,1,train
SEQ:f1197f9e22056aaf08bb7e7ae812504d597a30c2c071783623c4b7c94df26786,1,train
SEQ:f129c0ed0674a1fc126a018d754554c3ea2b87f02de07fc4b9be1b558b398e5b,1,train
SEQ:f1426df79a464713205de2617470259a87bedcfd332e9b308c18faea969feb49,1,train
SEQ:f1480bb9e83f866c00f73a741de7d7b181d194554a38409e1cb8769686a19193,1,train
SEQ:f14afd8bafd60a1e747c823074221e2b9de07a6854eb1f82e8489db88b9f7d0e,1,train
SEQ:f1508691033405eb679a28a783b5d0b06404feed47f1ba968d89b74c73328e3e,1,train
SEQ:f166c1414d27c6fb517b87589e277b3db9f4eef8a4fca429fae9d82881c603db,1,train
SEQ:f1abca78483b429cc1240887e33597665acc95204d7e8994adc997e3859402e4,1,train
SEQ:f1c95f90cb66ef3fe563de977581980576e42b59b10fe827126dfc9ead1003d3,1,train
SEQ:f1d0798fd964ea83a5c89eebdb57b2c8b113a2cb954cf99c661ff5c37be68a52,1,train
SEQ:f1ef78254cbbf2a5fe224e585704a034eab9a15c48b7f8d6be63fbbd09491c76,1,train
SEQ:f1f605a668ce6cbc85342c0bb01a11d99eaebb37eee31f16ef22c484ed56dceb,1,train
SEQ:f203a5007cc0cf30ec43027c8736358176c0552936baf0844f0941c060996961,1,train
SEQ:f23ea8bb1edac597e621939d9b0c9275c864e9e256159bc1cceb2b086031f054,1,train
SEQ:f24c4cc38867606efdf07002065a455ee3a76cda5fe2bc0a757760fa336a96f2,1,train
SEQ:f25b98acf8d0bd8222ad3829402492bf620babe65709fca7766091656bde381f,1,train
SEQ:f27c50aeac629445c824e45fed2844ff6dd1de63baa47137911a4ab93cec014a,1,test
SEQ:f27fcd0d573a97b87476bb6787bfb3132e8594fa25210161422b16fdc56815cc,1,train
SEQ:f2b2ef3aa99df4b6faed55a0d5817d089270ad94b10a17852efb0681a3afc5eb,1,train
SEQ:f2c4cb2fb5f7d5b341d0b24dccaa80598679d0fe5eb8d245254a014bff66f150,1,train
SEQ:f2ccb318640b54d6f2af835d12fee0d676d7ffd174e8662f66521d5f3dcb5f41,1,test
SEQ:f2d07041af22e226b457bf91c3076c7f7120aca41217c5054ff4709272490e29,1,train
SEQ:f2e377f51a06cf078f82b5ae145019611c96650445a6862f1991017b48072b1d,1,train
SEQ:f3119ac2e2413e7bfe4bf5e89f85f98c8bb3b6993307e94625e69b5e3662c9b5,1,train
SEQ:f35520aaf9cb68533123ae190666a370637c59c0810beb484c561a583924a729,1,train
SEQ:f357da1af87afe82f8b96764e3824f5783beaf548245a9330cbebcac11c6331b,1,train
SEQ:f35c1bf249ccafd96ba5af7577dff8928e3a4e655ccfa653cad178b583308e90,1,train
SEQ:f35d51560aeff7446982490d5ba276796b53a4953725ce2db43bb4ef9f0db389,1,train
SEQ:f35de76e2d8b6968825e9d0c972481b1784043516c6fedf20255ab8cdd506ed1,1,test
SEQ:f361d925fefd6f05b6b6744b27baa67387e3d878959303ad383b7ea97baa85e4,1,train
SEQ:f36238a168acd45d507db69387a1b63cd11642577cef5fc0ac660f235a54c948,1,train
SEQ:f37dbe6a030c88d5e01b7cc9c77e2fc97448ed5100626ab31926f131de851ea0,1,test
SEQ:f38477763833ad45b72e03cb48014af398acdca635f0bf9cddaaddcbf31eb0e4,1,test
SEQ:f38f9130c5f9552af455cc93209e06c8b08df9dbb77b82bd7fe40fc9feab11b7,1,train
SEQ:f3b55fc0c918e68272bf5da2878ea13852c4ee3e8319898197c515a42c285471,1,train
SEQ:f3cfdea30a97bbfed4b986cf1120c1acb58c32ef76f48ae0f5ad8f70b9017528,1,train
SEQ:f3df730232b298c67246360cbcf9995fa3343957b93863a969b39f746c730b74,1,test
SEQ:f3ee0d2617e20f235e13383a412373711ff815cfcdb2c3f7e7400878b9f89b99,1,test
SEQ:f3fac3aafd9b8a0a1bc66d9cc196f47c67ed54fb9f29d1f4bc568efe19e7085e,1,train
